-0.59,0.43,-0.00,-0.00,-0.00,-0.00

-0.58,0.42,-0.02,0.00,-0.00,-0.00

-0.63,0.42,-0.02,0.00,-0.00,-0.00

-0.61,0.43,-0.03,-0.00,-0.00,-0.00

-0.61,0.43,-0.03,0.00,-0.00,-0.00

-0.60,0.41,-0.02,0.00,-0.00,-0.00

-0.60,0.43,-0.06,0.00,-0.00,-0.00

-0.59,0.42,-0.03,0.00,0.00,-0.00

-0.60,0.42,-0.03,-0.00,-0.00,-0.00

-0.56,0.40,-0.04,0.00,-0.00,-0.00

-0.57,0.39,-0.04,0.00,-0.00,-0.01

-0.55,0.40,-0.06,-0.01,-0.01,-0.01

-0.56,0.42,-0.03,0.00,0.00,-0.00

-0.59,0.40,-0.04,-0.01,-0.01,-0.01

-0.59,0.40,-0.03,0.00,-0.00,-0.01

-0.56,0.38,-0.05,-0.01,-0.02,-0.01

-0.59,0.40,-0.05,0.01,0.00,-0.01

-0.56,0.38,-0.06,-0.00,-0.01,-0.01

-0.56,0.39,-0.05,0.00,-0.00,-0.01

-0.57,0.40,-0.06,0.00,-0.00,-0.01

-0.54,0.37,-0.05,0.01,0.00,-0.01

-0.56,0.38,-0.05,0.00,0.00,-0.01

-0.61,0.43,-0.04,0.00,-0.00,-0.00

-0.56,0.42,-0.04,0.00,-0.00,-0.00

-0.64,0.43,-0.04,0.00,-0.00,-0.00

-0.59,0.42,-0.04,0.00,-0.00,-0.00

-0.60,0.42,-0.06,0.00,-0.00,-0.00

-0.64,0.43,-0.04,0.00,-0.00,-0.00

-0.57,0.42,-0.04,-0.00,-0.00,-0.00

-0.61,0.42,-0.03,0.00,-0.00,-0.00

-0.59,0.43,-0.03,0.00,-0.00,-0.00

-0.61,0.42,-0.02,0.00,-0.00,-0.00

-0.57,0.42,-0.03,0.00,-0.00,-0.00

-0.60,0.42,-0.02,0.00,-0.00,-0.00

-0.60,0.42,-0.04,0.00,-0.00,-0.00

